name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004
		GainOnSaleOfBusiness,"456,000,000","401,000,000","54,000,000",,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","506,734,000","79,476,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"19,000,000","15,000,000","6,000,000","1,000,000","-2,000,000","2,000,000","-4,000,000","-2,000,000","-2,000,000","-2,000,000","2,000,000",,"12,000,000","0","-2,000,000","-1,000,000","1,000,000","2,223,000","-2,000,000","-2,000,000","-2,000,000","10,845,000","-3,325,000","-989,000","-9,360,000","-820,000","125,000","137,000","11,470,000","3,569,000","10,172,000","-7,177,000","-481,000","-1,177,000","-11,287,000","7,488,000","2,188,000","-998,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"-38,000,000","471,000,000","465,000,000","-224,000,000","-750,000,000","-495,000,000","-224,000,000","-953,000,000","-1,479,000,000","120,000,000","561,000,000","235,000,000","-141,000,000","56,000,000","612,000,000","-14,000,000","-169,000,000","75,906,000","415,431,000","56,682,000","-131,255,000","115,126,000","339,555,000","-12,195,000","-170,943,000","-5,933,000","342,187,000","558,057,000","31,651,000","87,996,000","289,525,000","106,605,000","-19,485,000","120,461,000","212,080,000","87,423,000","-119,271,000","-15,972,000","204,338,000","134,864,000","26,827,000","-139,638,000","271,185,000","196,340,000","74,185,000","114,307,000","238,608,000","175,519,000","92,134,000","116,618,000","198,198,000","76,181,000","67,026,000","-2,918,328,000","163,710,000","161,174,000","78,740,000","114,015,000","164,826,000","160,211,000","57,932,000","102,958,000","97,058,000","153,280,000","31,602,000","66,586,000","150,560,000","119,567,000","77,158,000","72,566,000","94,962,000"
TaxProvision,"-53,000,000","76,000,000","87,000,000","-47,000,000","-169,000,000","-104,000,000","-24,000,000","-213,000,000","-82,000,000","42,000,000","154,000,000","48,000,000","-41,000,000","31,000,000","81,000,000","-5,000,000","-20,000,000","23,031,000","66,078,000","3,012,000","-46,716,000","30,244,000","60,627,000","-18,202,000","-49,139,000","6,953,000","65,950,000","131,221,000","-910,000","31,717,000","38,904,000","20,751,000","319,000","26,474,000","45,356,000","24,408,000","-11,903,000","-23,067,000","36,150,000","28,755,000","5,240,000","-62,474,000","60,779,000","55,450,000","21,976,000","42,723,000","60,584,000","60,166,000","31,535,000","12,405,000","80,385,000","34,338,000","27,272,000","-158,173,000","69,223,000","65,944,000","28,972,000","49,884,000","65,542,000","64,076,000","23,612,000","35,928,000","37,707,000","56,158,000","9,658,000","42,082,000","69,026,000","45,484,000","29,385,000","28,634,000","37,455,000"
NetIncomeCommonStockholders,"-269,000,000","276,000,000","362,000,000","-301,000,000","-606,000,000","-412,000,000","-221,000,000","-753,000,000","-1,301,000,000","76,000,000","409,000,000","183,000,000","-103,000,000","17,000,000","525,000,000","1,000,000","-137,000,000","55,159,000","352,238,000","56,689,000","-86,122,000","79,457,000","279,331,000","31,649,000","-121,861,000","-12,538,000","283,216,000","449,644,000","44,143,000","65,969,000","257,059,000","89,373,000","-14,304,000","94,717,000","170,859,000","71,500,000","-104,226,000","6,734,000","171,477,000","105,241,000","-3,281,000","70,328,000","209,534,000","140,393,000","52,039,000","71,293,000","176,550,000","114,262,000","59,395,000","102,226,000","117,014,000","40,902,000","39,384,000","-2,759,982,000","94,824,000","96,089,000","51,306,000","65,357,000","99,595,000","96,136,000","34,776,000","67,140,000","58,977,000","95,482,000","23,335,000","25,234,000","82,035,000","73,432,000","48,029,000","44,120,000","58,092,000"
	NetIncome,"12,000,000","386,000,000","376,000,000","-172,000,000","-578,000,000","-383,000,000","-192,000,000","-736,000,000","-1,301,000,000","76,000,000","409,000,000","183,000,000","-103,000,000","17,000,000","525,000,000","1,000,000","-137,000,000","55,159,000","352,238,000","56,689,000","-86,122,000","79,457,000","279,331,000","31,649,000","-121,861,000","-12,538,000","283,216,000","449,644,000","44,143,000","65,969,000","257,059,000","89,373,000","-14,304,000","94,717,000","170,859,000","71,500,000","-104,226,000","6,734,000","171,477,000","105,241,000","-3,281,000","70,328,000","209,534,000","140,393,000","52,039,000","71,293,000","176,550,000","114,262,000","59,395,000","102,226,000","117,014,000","40,902,000","39,384,000","-2,759,982,000","94,824,000","96,089,000","51,306,000","65,357,000","99,595,000","96,136,000","34,776,000","67,140,000","58,977,000","95,482,000","23,335,000","25,234,000","82,035,000","73,432,000","48,029,000","44,120,000","58,092,000"
		NetIncomeIncludingNoncontrollingInterests,"15,000,000","395,000,000","378,000,000","-177,000,000","-581,000,000","-391,000,000","-200,000,000","-740,000,000","-1,397,000,000","78,000,000","407,000,000","187,000,000","-100,000,000","25,000,000","531,000,000","-9,000,000","-149,000,000","52,875,000","349,353,000","53,670,000","-84,539,000","84,882,000","278,928,000","6,007,000","-121,804,000","-12,886,000","276,237,000","426,836,000","32,561,000","56,279,000","250,621,000","85,854,000","-19,804,000","93,987,000","166,724,000","63,015,000","-107,368,000","6,902,000","169,731,000","106,109,000","-2,302,000","71,098,000","210,406,000","140,890,000","52,209,000","71,584,000","178,024,000","115,353,000","60,599,000","104,213,000","117,813,000","41,843,000","39,754,000","-2,760,155,000","94,487,000","95,230,000","49,768,000","64,131,000","99,284,000","96,135,000","34,320,000","67,030,000","59,351,000","97,122,000","21,944,000","24,504,000","81,534,000","74,083,000","47,773,000","43,932,000","57,507,000"
			NetIncomeContinuousOperations,"15,000,000","395,000,000","378,000,000","-177,000,000","-581,000,000","-391,000,000","-200,000,000","-740,000,000","-1,397,000,000","78,000,000","407,000,000","187,000,000","-100,000,000","25,000,000","531,000,000","-9,000,000","-149,000,000","52,875,000","349,353,000","53,670,000","-84,539,000","84,882,000","278,928,000","6,007,000","-121,804,000","-12,886,000","276,237,000","426,836,000","32,561,000","56,279,000","250,621,000","85,854,000","-19,804,000","93,987,000","166,724,000","63,015,000","-107,368,000","7,095,000","168,188,000","106,109,000","21,587,000","-77,164,000","210,406,000","140,890,000","52,209,000","71,584,000","178,024,000","115,353,000","60,599,000","104,213,000","117,813,000","41,843,000","39,754,000","-2,762,889,000","94,824,000","96,089,000","51,306,000","65,357,000","99,595,000","96,136,000","34,776,000","67,140,000","58,977,000","95,482,000","23,335,000","25,234,000","82,035,000","74,083,000","47,773,000","43,932,000","57,507,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","-193,000","1,543,000","0","-23,889,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"-3,000,000","-9,000,000","-2,000,000","5,000,000","3,000,000","8,000,000","8,000,000","4,000,000","96,000,000","-2,000,000","2,000,000","-4,000,000","-3,000,000","-8,000,000","-6,000,000","10,000,000","12,000,000","2,284,000","2,885,000","3,019,000","-1,583,000","-5,425,000","403,000","25,642,000","-57,000","348,000","6,979,000","22,808,000","11,582,000","9,690,000","6,438,000","3,519,000","5,500,000","730,000","4,135,000","8,485,000","3,142,000","-168,000","1,746,000","-868,000","-979,000","-770,000","-872,000","-497,000","-170,000","-291,000","-1,474,000","-1,091,000","-1,204,000","-1,987,000","-799,000","-941,000","-370,000","173,000","337,000","859,000","1,538,000","1,226,000","311,000","1,000","456,000","110,000","-374,000","-1,640,000","1,391,000","730,000","501,000","-651,000","256,000","188,000","585,000"
	PreferredStockDividends,"67,000,000","3,000,000","14,000,000","22,000,000","28,000,000","29,000,000","29,000,000","17,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,"214,000,000","107,000,000","0","107,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"-269,000,000","276,000,000","362,000,000","-301,000,000","-606,000,000","-412,000,000","-221,000,000","-753,000,000","-1,301,000,000","76,000,000","409,000,000","183,000,000","-103,000,000","17,000,000","525,000,000","1,000,000","-137,000,000","55,159,000","352,238,000","56,689,000","-86,122,000","79,457,000","279,331,000","31,649,000","-121,861,000","-12,538,000","283,216,000","449,644,000","44,143,000","65,969,000","257,059,000","89,373,000","-14,304,000","94,717,000","170,859,000","71,500,000","-104,226,000","6,734,000","171,477,000","105,241,000","-3,281,000","70,328,000","209,534,000","140,393,000","52,039,000","71,293,000","176,550,000","114,262,000","59,395,000","102,226,000","117,014,000","40,902,000","39,384,000","-2,759,982,000","94,824,000","96,089,000","51,306,000","65,357,000","99,595,000","96,136,000","34,776,000","67,140,000","58,977,000","95,482,000","23,335,000","25,234,000","82,035,000","73,432,000","48,029,000","44,120,000","58,092,000"
BasicEPS,,"1.8","2.4","-2.02","-4.17","-2.89","-1.56","-5.34","-9.24","0.52","2.77","1.23","-0.69","0.11","3.51","0.01","-0.91","0.36","2.32","0.37","-0.57","0.53","1.86","0.21","-0.81","-0.09","2.18","3.49","0.35","0.52","2.01","0.69","-0.11","0.72","1.25","0.52","-0.77","0.05","1.26","0.79","-0.02",,"1.54","1.02","0.38",,"1.26","0.8","0.42",,"0.82","0.28","0.28",,"0.66","0.68","0.36",,"0.68","0.64","0.22",,"0.36","0.56","0.14",,"0.48","0.44","0.28",,"0.34"
DilutedEPS,,"1.7","2.26","-2.02","-4.17","-2.89","-1.56","-5.34","-9.24","0.52","2.71","1.21","-0.69","0.11","3.43","0.01","-0.91","0.35","2.23","0.36","-0.57","0.51","1.81","0.21","-0.81","-0.09","2.12","3.38","0.34","0.5","1.94","0.67","-0.11","0.7","1.22","0.51","-0.77","0.05","1.21","0.76","-0.02",,"1.5","1","0.38",,"1.24","0.8","0.4",,"0.8","0.28","0.28",,"0.66","0.66","0.34",,"0.64","0.6","0.22",,"0.34","0.54","0.12",,"0.46","0.44","0.28",,"0.34"
BasicAverageShares,,"153,537,000","151,019,000","149,093,000","145,181,000","142,446,000","141,306,000","141,072,000","140,823,000","144,647,000","147,232,000","149,049,000","147,882,000","148,509,000","149,482,000","150,076,000","151,817,000","152,252,000","152,088,000","151,582,000","150,531,000","150,624,000","150,239,000","149,552,000","151,052,000","134,128,000","129,989,000","128,887,000","127,563,000","127,683,000","127,911,000","129,538,000","130,559,000","131,306,000","136,380,000","136,351,000","135,641,000","135,046,000","135,968,000","132,556,000","133,202,000",,"136,176,000","136,796,000","136,930,000",,"140,607,500","142,044,000","144,301,000",,"144,213,000","144,090,000","143,672,000",,"143,337,000","142,993,000","142,558,500",,"146,085,500","151,517,500","153,914,000",,"165,179,500","173,007,000","172,888,500",,"168,204,500","167,770,000","167,770,000",,"167,770,000"
DilutedAverageShares,,"161,920,000","160,460,000","149,093,000","145,181,000","142,446,000","141,306,000","141,072,000","140,823,000","146,828,000","150,635,000","151,561,000","147,882,000","151,358,000","153,153,000","152,617,000","151,817,000","155,974,000","157,760,000","157,033,000","150,531,000","155,071,000","154,236,000","153,532,000","151,052,000","134,128,000","133,417,000","132,960,000","131,402,000","131,639,000","132,274,000","133,668,000","130,559,000","135,571,000","140,451,000","141,112,000","135,641,000","140,756,000","141,423,000","138,192,000","139,306,000",,"139,684,000","139,053,000","139,083,500",,"143,142,000","144,487,500","147,251,000",,"146,864,000","145,444,500","143,937,500",,"145,862,000","146,999,500","147,015,500",,"156,378,000","160,098,000","161,874,500",,"170,568,500","179,545,000","182,584,000",,"176,675,500","170,274,500","170,274,500",,"170,274,500"
TotalOperatingIncomeAsReported,"186,000,000","163,000,000","524,000,000","-132,000,000","-369,000,000","-463,000,000","-113,000,000","-849,000,000","-1,294,000,000","160,000,000","609,000,000","265,000,000","-131,000,000","96,000,000","672,000,000","111,000,000","-165,000,000","113,475,000","481,728,000","102,768,000","-72,833,000","147,186,000","386,152,000","25,662,000","-102,355,000","29,477,000","344,998,000","90,092,000","-51,001,000","94,706,000","296,836,000","129,220,000","-2,998,000","138,711,000","238,691,000","94,286,000","-105,628,000","1,510,000","227,090,000","154,441,000","48,683,000","-144,954,000","289,353,000","226,969,000","108,241,000","149,247,000","276,804,000","193,690,000","112,174,000","140,851,000","222,974,000","114,642,000","92,947,000","-2,889,078,000","199,586,000","170,541,000","89,998,000","128,338,000","179,772,000","153,625,000","67,334,000","99,540,000","89,292,000","136,255,000","26,242,000","85,709,000","148,639,000","96,379,000","66,325,000","70,013,000","80,261,000"
TotalExpenses,"8,336,000,000","2,095,000,000","2,416,000,000","2,238,000,000","1,587,000,000","1,357,000,000","1,482,000,000","1,324,000,000","2,563,000,000","2,570,000,000","2,936,000,000","2,880,000,000","2,720,000,000","2,381,000,000","2,682,000,000","2,707,000,000","2,670,000,000","2,202,129,000","2,481,636,000","2,470,175,000","2,238,616,000","1,903,272,000","2,165,783,000","2,156,030,000","1,974,539,000","1,644,296,000","1,635,626,000","1,561,352,000","1,417,193,000","1,232,946,000","1,411,780,000","1,333,996,000","1,199,830,000","1,010,063,000","1,156,295,000","1,104,485,000","989,965,000","856,324,000","971,930,000","885,539,000","767,805,000","609,109,000","850,790,000","796,665,000","712,836,000","653,581,000","711,056,000","640,270,000","605,745,000","551,096,000","615,673,000","649,028,000","534,047,000","513,889,000","633,751,000","624,507,000","597,819,000","536,964,000","579,824,000","536,298,000","483,177,000","431,748,000","524,650,000","462,203,000","467,656,000","409,040,000","436,014,000","458,628,000","418,721,000","368,986,000","423,532,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"12,000,000","386,000,000","376,000,000","-172,000,000","-578,000,000","-383,000,000","-192,000,000","-736,000,000","-1,301,000,000","76,000,000","409,000,000","183,000,000","-103,000,000","17,000,000","525,000,000","1,000,000","-137,000,000","55,159,000","352,238,000","56,689,000","-86,122,000","79,457,000","279,331,000","31,649,000","-121,861,000","-12,538,000","283,216,000","449,644,000","44,143,000","65,969,000","257,059,000","89,373,000","-14,304,000","94,717,000","170,859,000","71,500,000","-104,226,000","6,734,000","171,477,000","105,241,000","-3,281,000","70,328,000","209,534,000","140,393,000","52,039,000","71,293,000","176,550,000","114,262,000","59,395,000","102,226,000","117,014,000","40,902,000","39,384,000","-2,759,982,000","94,824,000","96,089,000","51,306,000","65,357,000","99,595,000","96,136,000","34,776,000","67,140,000","58,977,000","95,482,000","23,335,000","25,234,000","82,035,000","73,432,000","48,029,000","44,120,000","58,092,000"
NormalizedIncome,"-4,790,000","90,798,301.486","378,439,000","-159,360,000","-336,975,000","-414,595,959.596","-74,256,000","-657,523,000","-278,648,000","86,400,000","438,040,000","195,736,000","-94,504,000","83,430,000","496,389,000","98,071,428.571","-165,160,000","55,756,670.145","379,557,044","79,520,223","-58,460,268","113,584,981.655","307,815,595","39,485,600","-85,774,644","2,603,600","227,509,597","82,066,090","-39,776,646","78,423,853.016","260,426,008","114,662,880","-10,821,624","97,614,765.401","176,261,964","76,003,366","11,001,000","80,979,550","176,855,430","108,908,420","25,604,635","-76,589,150","203,873,206.903","143,942,876.897","57,188,467.588","77,859,787.896","186,739,405.921","113,725,058.695","59,021,411.184","111,310,612.65","129,058,500","57,263,150","49,566,250","85,667,656.896","110,814,650","98,692,250","53,627,537.516","61,671,500","107,787,047.371","98,454,002.54","38,347,750","66,019,556.421","85,928,265.985","88,850,483.481","23,335,000","159,827,200","91,663,200","72,893,572.783","47,388,790.534","51,480,544.277","54,823,084.16"
InterestIncome,"9,000,000","4,000,000","2,000,000","1,000,000","2,000,000","2,000,000","3,000,000","3,000,000","10,000,000","14,000,000","17,000,000","17,000,000","11,000,000","10,000,000","34,000,000","16,000,000","11,000,000","9,287,000","9,329,000","9,262,000","6,259,000","5,377,000","5,827,000","4,955,000","3,567,000","2,292,000","4,165,000","4,693,000","5,545,000","6,532,000","8,075,000","6,883,000","5,798,000","4,942,000","6,642,000","7,278,000","5,917,000","5,822,000","7,759,000","7,072,000","5,743,000","5,363,000","5,893,000","5,536,000","3,426,000","2,890,000","2,454,000","1,221,000","595,000","965,000","1,153,000","1,417,000","2,671,000",,,,,,,,,,,,,,,,,,
InterestExpense,"351,000,000","84,000,000","86,000,000","83,000,000","98,000,000","102,000,000","113,000,000","95,000,000","50,000,000","53,000,000","40,000,000","39,000,000","41,000,000","41,000,000","47,000,000","51,000,000","51,000,000","52,073,000","44,001,000","42,661,000","42,977,000","42,875,000","43,374,000","42,939,000","43,960,000","36,427,000","33,259,000","28,515,000","27,994,000","28,406,000","25,558,000","22,321,000","21,804,000","22,015,000","21,966,000","21,629,000","21,748,000","22,306,000","22,101,000","21,989,000","21,392,000","-3,814,000","32,049,000","31,218,000","31,265,000","32,886,000","26,993,000","20,209,000","21,203,000","20,603,000","21,180,000","20,805,000","21,645,000",,,,,,,,,,,,,,,,,,
NetInterestIncome,"-342,000,000","-80,000,000","-84,000,000","-82,000,000","-96,000,000","-100,000,000","-110,000,000","-92,000,000","-40,000,000","-39,000,000","-23,000,000","-22,000,000","-30,000,000","-31,000,000","-13,000,000","-35,000,000","-40,000,000","-42,786,000","-34,672,000","-33,399,000","-36,718,000","-37,498,000","-37,547,000","-37,984,000","-40,393,000","-34,135,000","-29,094,000","-23,822,000","-22,449,000","-21,874,000","-17,483,000","-15,438,000","-16,006,000","-17,073,000","-15,324,000","-14,351,000","-15,831,000","-16,484,000","-14,342,000","-14,917,000","-15,649,000","9,177,000","-26,156,000","-25,682,000","-27,839,000","-29,996,000","-24,539,000","-18,988,000","-20,608,000","-19,638,000","-20,027,000","-19,388,000","-18,974,000",,,,,,,,,,,,,,,,,,
EBIT,"313,000,000","555,000,000","551,000,000","-141,000,000","-652,000,000","-393,000,000","-111,000,000","-858,000,000","-1,429,000,000","173,000,000","601,000,000","274,000,000","-100,000,000","97,000,000","659,000,000","37,000,000","-118,000,000","127,979,000","459,432,000","99,343,000","-88,278,000","158,001,000","382,929,000","30,744,000","-126,983,000","30,494,000","375,446,000","586,572,000","59,645,000","116,402,000","315,083,000","128,926,000","2,319,000","142,476,000","234,046,000","109,052,000","-97,523,000","6,334,000","226,439,000","156,853,000","48,219,000","-143,452,000","303,234,000","227,558,000","105,450,000","147,193,000","265,601,000","195,728,000","113,337,000","137,221,000","219,378,000","96,986,000","88,671,000","-2,902,845,000","199,586,000","170,541,000","89,998,000","128,338,000","179,772,000","153,625,000","67,334,000","99,540,000","89,292,000","136,255,000","26,242,000","85,709,000","148,639,000","96,379,000","66,325,000","70,013,000","80,261,000"
EBITDA,"1,127,000,000"
ReconciledCostOfRevenue,"1,522,000,000","395,000,000","442,000,000","374,000,000","311,000,000","112,000,000","375,000,000","389,000,000","629,000,000","377,000,000","391,000,000","346,000,000","337,000,000","265,000,000","333,000,000","329,000,000","320,000,000","271,923,000","302,415,000","287,955,000","280,139,000","238,613,000","293,352,000","290,357,000","297,586,000","242,691,000","240,910,000","241,805,000","247,473,000","213,597,000","232,239,000","234,943,000","232,485,000","189,754,000","223,353,000","211,468,000","201,715,000","177,739,000","199,759,000","191,075,000","165,784,000","153,073,000","168,256,000","162,379,000","144,555,000","144,401,000","159,358,000","138,256,000","132,415,000","103,104,000","129,006,000","110,393,000","100,305,000","101,797,000","142,063,000","135,724,000","117,069,000","111,659,000","121,305,000","116,012,000","91,050,000","86,098,000","103,494,000","99,603,000","84,379,000","5,941,000","128,072,000","152,675,000","134,772,000","151,611,000","104,722,000"
ReconciledDepreciation,"814,000,000","199,000,000","201,000,000","205,000,000","209,000,000","387,000,000","220,000,000","232,000,000","229,000,000","226,000,000","228,000,000","228,000,000","228,000,000","279,000,000","242,000,000","241,000,000","239,000,000","236,834,000","227,155,000","217,331,000","208,224,000","198,109,000","200,635,000","200,204,000","195,254,000","176,145,000","118,556,000","106,157,000","99,487,000","94,996,000","85,988,000","83,822,000","80,626,000","80,584,000","71,479,000","69,976,000","61,436,000","57,571,000","53,348,000","47,297,000","37,736,000","21,105,000","49,380,000","43,211,000","41,238,000","43,422,000","38,801,000","38,659,000","34,643,000","52,158,000","50,018,000","47,671,000","52,277,000","52,027,000","50,765,000","51,810,000","52,925,000","53,002,000","48,361,000","47,137,000","51,444,000","59,649,000","56,880,000","59,593,000","73,346,000","59,807,000","197,522,000","12,077,000","11,428,000","71,979,000","79,349,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"12,000,000","386,000,000","376,000,000","-172,000,000","-578,000,000","-383,000,000","-192,000,000","-736,000,000","-1,301,000,000","76,000,000","409,000,000","183,000,000","-103,000,000","17,000,000","525,000,000","1,000,000","-137,000,000","55,159,000","352,238,000","56,689,000","-86,122,000","79,457,000","279,331,000","31,649,000","-121,861,000","-12,538,000","283,216,000","449,644,000","44,143,000","65,969,000","257,059,000","89,373,000","-14,304,000","94,717,000","170,859,000","71,500,000","-104,226,000","6,927,000","169,934,000","105,241,000","20,608,000","-77,934,000","209,534,000","140,393,000","52,039,000","71,293,000","176,550,000","114,262,000","59,395,000","102,226,000","117,014,000","40,902,000","39,384,000","-2,759,982,000","94,824,000","96,089,000","51,306,000","65,357,000","99,595,000","96,136,000","34,776,000","67,140,000","58,977,000","95,482,000","23,335,000","25,234,000","82,035,000","73,432,000","48,029,000","44,120,000","58,092,000"
TotalUnusualItemsExcludingGoodwill,"23,000,000","352,000,000","-3,000,000","-16,000,000","-311,000,000","40,000,000","-132,000,000","-101,000,000","-1,083,000,000","-16,000,000","-40,000,000","-16,000,000","-12,000,000","-91,000,000","33,000,000","-151,000,000","32,000,000","-858,000","-32,484,000","-24,109,000","-42,953,000","-46,288,000","-34,695,000","-13,061,000","-50,612,000","-25,236,000","69,029,000","480,494,000","86,426,000","-19,474,000","-3,888,000","-31,416,000","-3,539,000","-3,714,000","-6,874,000","-6,246,000","-128,030,000","-113,927,000","-8,410,000","-4,660,000","-6,207,000","-2,069,000","7,296,000","-4,947,000","-7,317,000","-10,486,000","-13,657,000","817,000","568,000","-10,166,000","-18,530,000","-25,171,000","-15,665,000","-3,008,722,000","-24,601,000","-4,005,000","-3,673,000","5,670,000","-13,600,000","-3,863,000","-5,495,000","1,721,000","-44,074,000","10,466,000",,"-224,322,000","-16,047,000","869,000","1,034,000","-12,158,000","5,398,000"
TotalUnusualItems,"23,000,000","352,000,000","-3,000,000","-16,000,000","-311,000,000","40,000,000","-132,000,000","-101,000,000","-1,083,000,000","-16,000,000","-40,000,000","-16,000,000","-12,000,000","-91,000,000","33,000,000","-151,000,000","32,000,000","-858,000","-32,484,000","-24,109,000","-42,953,000","-46,288,000","-34,695,000","-13,061,000","-50,612,000","-25,236,000","69,029,000","480,494,000","86,426,000","-19,474,000","-3,888,000","-31,416,000","-3,539,000","-3,714,000","-6,874,000","-6,246,000","-128,030,000","-113,927,000","-8,410,000","-4,660,000","-6,207,000","-2,069,000","7,296,000","-4,947,000","-7,317,000","-10,486,000","-13,657,000","817,000","568,000","-10,166,000","-18,530,000","-25,171,000","-15,665,000","-3,008,722,000","-24,601,000","-4,005,000","-3,673,000","5,670,000","-13,600,000","-3,863,000","-5,495,000","1,721,000","-44,074,000","10,466,000",,"-224,322,000","-16,047,000","869,000","1,034,000","-12,158,000","5,398,000"
NormalizedEBITDA,"1,104,000,000","402,000,000","755,000,000","80,000,000","-132,000,000","-46,000,000","241,000,000","-525,000,000","-117,000,000","415,000,000","869,000,000","518,000,000","140,000,000","467,000,000","868,000,000","429,000,000","89,000,000","365,671,000","719,071,000","340,783,000","162,899,000","402,398,000","618,259,000","244,009,000","118,883,000","231,875,000","424,973,000","212,235,000","72,706,000","230,872,000","404,959,000","244,164,000","86,484,000","226,774,000","312,399,000","185,274,000","91,943,000","177,832,000","288,197,000","208,810,000","92,162,000","-120,278,000","345,318,000","275,716,000","154,005,000","201,101,000","318,059,000","233,570,000","147,412,000","199,545,000","287,926,000","169,828,000","156,613,000","157,904,000","274,952,000","226,356,000","146,596,000","175,670,000","241,733,000","204,625,000","124,273,000","157,468,000","190,246,000","185,382,000","99,588,000","369,838,000","362,208,000","130,778,000","97,388,000","187,012,000","154,212,000"
TaxRateForCalcs,"0.27","0.161","0.187","0.21","0.225","0.21","0.108","0.223","0.056","0.35","0.274","0.204","0.292","0.27","0.133","0.357","0.12","0.303","0.159","0.053","0.356","0.263","0.179","0.4","0.287","0.4","0.193","0.235","0.029","0.36","0.134","0.195","0.016","0.22","0.214","0.279","0.1","0.35","0.177","0.213","0.195","0.35","0.224","0.282","0.296","0.374","0.254","0.343","0.342","0.106","0.35","0.35","0.35","0.054","0.35","0.35","0.368","0.35","0.398","0.4","0.35","0.349","0.389","0.366","0.306","0.4","0.4","0.38","0.381","0.395","0.394"
TaxEffectOfUnusualItems,"6,210,000","56,798,301.486","-561,000","-3,360,000","-69,975,000","8,404,040.404","-14,256,000","-22,523,000","-60,648,000","-5,600,000","-10,960,000","-3,264,000","-3,504,000","-24,570,000","4,389,000","-53,928,571.429","3,840,000","-260,329.855","-5,164,956","-1,277,777","-15,291,268","-12,160,018.345","-6,210,405","-5,224,400","-14,525,644","-10,094,400","13,322,597","112,916,090","2,506,354","-7,019,146.984","-520,992","-6,126,120","-56,624","-816,234.599","-1,471,036","-1,742,634","-12,803,000","-39,874,450","-1,488,570","-992,580","-1,210,365","-724,150","1,635,206.903","-1,397,123.103","-2,167,532.412","-3,919,212.104","-3,467,594.079","280,058.695","194,411.184","-1,081,387.35","-6,485,500","-8,809,850","-5,482,750","-163,072,343.104","-8,610,350","-1,401,750","-1,351,462.484","1,984,500","-5,407,952.629","-1,544,997.46","-1,923,250","600,556.421","-17,122,734.015","3,834,483.481","0","-89,728,800","-6,418,800","330,572.783","393,790.534","-4,797,455.723","2,129,084.16"
